id,createdTime,name_th,name_en,description_th,description_en,item,check,fix,service,name_th (from item),name_th (from check),name_th (from fix),name_th (from service)
recao0Hufx3dgiBDN,2025-06-12T02:36:50.000Z,กลอนไฟฟ้าดิจิทัลขัดข้อง,Digital Lock Malfunction,ชุดล็อกประตูดิจิทัลทำงานผิดปกติ ปลดล็อก/ล็อกไม่ได้หรือระบบแฮงค์,"The electronic door lock is malfunctioning, failing to lock/unlock or freezing up",['recOGcLI5CrQdaheY'],['recZtOwwma55X5HR6'],,['recaMlGvSRSuqozg2'],['กุญแจดิจิตอล'],['ตรวจจุดล็อกทุกจุด'],,['บริการติดตั้งอุปกรณ์เพื่อบ้านอัจฉริยะ']
recaogGD3QlzOjxNG,2025-06-12T02:36:50.000Z,แอร์น้ำหยด,AC Water Dripping,น้ำหยดจากเครื่องปรับอากาศภายในบ้านเนื่องจากการอุดตันหรือความชื้น,Water is dripping from the indoor AC unit due to condensate drain issues or humidity,['recDZlSkBf0Ypf8l3'],['recYq5cLb3kV2RDuI'],['recv0M4TnH0PQaNon'],"['recryMZEHATEJKWGf', 'recjYIPLzCp8ORp61', 'recTXaVB9YMQwvkeg', 'recEumIMxRrwOAKDY']",['เครื่องปรับอากาศ'],['ตรวจท่อน้ำทิ้งแอร์'],['แก้ท่อน้ำทิ้งแอร์อุดตัน'],"['บริการซ่อมแอร์', 'บริการล้างแอร์แบบติดผนัง', 'บริการล้างเครื่องปรับอากาศ แบบแอร์เปลือย/แอร์ฝังซ่อน', 'ล้างแอร์ พร้อมอบโอโซน']"
recazJxtMEOPlUCSi,2025-06-12T02:36:50.000Z,ข้อมูลบ้านกระจัดกระจาย,House Info Disorganized,"ข้อมูลสำคัญเกี่ยวกับบ้าน (ค่าไฟ, คู่มือเครื่องใช้, ประวัติงานซ่อม) ถูกเก็บกระจัดกระจายไม่เป็นระบบ","Important info (utility bills, appliance manuals, repair history) is stored in a scattered, unorganized way",['recLaXjg5oJIk3cEM'],['rec8vc6OhwpQp0sdR'],['recf8MauaiHesbJXm'],,['แอปพลิเคชันบริหารการเงิน'],['จัดแฟ้มบันทึกซ่อมบ้าน'],['ใช้งาน e-Document'],
recbAkCxgHMtiqFIb,2025-06-12T02:36:50.000Z,ขยะล้น/สะสม,Trash Overflow/Accumulation,ขยะภายในบ้านถูกสะสมไว้มากเกิน ถังขยะล้นไม่มีการนำออก,"Household garbage is piling up excessively, bins are overflowing without being emptied",['recTJwmPyawzQu2WQ'],['rectAKBnXZnouPi9B'],['recbs4ibEBzfcbIU6'],,['ถังขยะ'],['จัดการขยะทุกวัน'],['ปิดฝาถังขยะให้มิดชิด'],
recbuO3HzIiB8GQR7,2025-06-12T02:36:50.000Z,พัดลม/ระบบระบายอากาศเสีย,Fan/Ventilation Not Working,พัดลมดูดอากาศหรือระบบระบายอากาศไม่ทำงานหรือหมุนช้า,Exhaust fan or ventilation system isn't running or is very slow,"['reco0yunur1VHzO3o', 'recnfaeri99lvt14J', 'recMHIfDjmuYU00OR']","['rec3PZ3SQnVk7KxJf', 'rec6AE7ik7yM3XeWp']",['recNhzQx1GK0v8rpb'],"['recGeiWhFG4wK7L6d', 'recy4eIeUNC7rqI0x', 'recEN7WTxYeQ5Q1zb', 'rec63Mru1fEyjsR88', 'recOYjVlXs3D663uC']","['พัดลมระบายอากาศ', 'พัดลมเพดาน', 'ท่อระบายอากาศ']","['เช็กการทำงานพัดลม/มอเตอร์', 'ตรวจช่องระบายอากาศ']",['ขันสกรูพัดลมที่หลวม'],"['ระบบระบายอากาศ Active Airflow System', 'ติดตั้งระบบเครื่องเติมอากาศ แรงดันบวก พร้อมกำจัดกลิ่น AIRWAVE+', 'ติดตั้งระบบเติมอากาศให้บ้าน เครื่องเติมอากาศ FRESHNERGY', 'เครื่องเติมอากาศดี SCG Active AIR Quality', 'บริการติดตั้งชุดกระเบื้องและปล่องระบายอากาศ SCG สำหรับระบายอากาศร้อนในโถงหลังคา']"
receATgPFQqMo4dZC,2025-06-12T02:36:50.000Z,หน้าต่างปิดไม่สนิท,Window Not Sealing Properly,หน้าต่างปิดไม่แนบสนิท มีช่องว่างให้ลมและน้ำเข้าได้,"The window does not close tightly, leaving gaps for air or water to seep through","['recYeFOpmOTjBFmyW', 'rec3zBC5seiqkz4G7']","['recK0lx8XilIFugIP', 'recxwmkBYjRWbT8iZ']","['rectxsPuJSIJW1v1a', 'recvTL40sE8XcsG7J']","['recaHCfzq91nWMfty', 'recIcVfLAJfMDeAV8', 'recHNeWemPj5V41M5']","['หน้าต่าง', 'วงกบประตู/หน้าต่าง']","['เช็กการปิดของประตูหน้าต่าง', 'เช็กยางขอบประตูหน้าต่าง']","['เปลี่ยนขอบยางประตูหน้าต่าง', 'ขันสกรูบานพับที่หลวม']","['บริการติดตั้งประตูหน้าต่างอลูมิเนียมและมุ้งลวดนิรภัย CVT', 'บริการติดตั้งประตูหน้าต่างอลูมิเนียม', 'ประตู หน้าต่าง วินด์เซอร์ สั่งตัดพิเศษ']"
recewNHMZxNCOyNOp,2025-06-12T02:36:50.000Z,ความเร็วอินเทอร์เน็ตช้า,Slow Internet Speed,ความเร็วในการเชื่อมต่ออินเทอร์เน็ตต่ำกว่าที่ควรจะเป็นหรือช้าผิดปกติ,Internet connection speed is significantly lower than expected or unusually slow,"['recCgwfww8OUZvgvD', 'recDsWhlfk2tr2sDC', 'recc8HIUJeCiElzwF', 'rechDQRDAzXgQrGnR']","['rec8U8i04LTsawIIv', 'rec0QM6ST8anFMBbK', 'recF1k7BSm4H7vf5g']","['recBu8Ub3O4pdH3Wg', 'recnbBrYHYlWd0auT']",,"['เราเตอร์อินเทอร์เน็ต', 'โมเด็ม', 'สาย LAN', 'สวิตช์เครือข่าย']","['ทดสอบความเร็วอินเทอร์เน็ต', 'ตรวจอุปกรณ์เชื่อมต่อ', 'ตรวจอุณหภูมิเราเตอร์']","['รีสตาร์ทเราเตอร์/โมเด็ม', 'เปลี่ยนสาย LAN ที่ชำรุด']",
recexPwZdWVvZfGQA,2025-06-12T02:36:50.000Z,ไม่มีประกันภัยบ้าน,No Home Insurance,ไม่ได้ทำประกันภัยที่อยู่อาศัย บ้านไม่มีหลักประกันความเสียหาย,"No homeowners insurance policy is in place, leaving the house without financial protection from damages",['recgJk3GK5sIMc7BD'],['rec5PIDvUULv2SoS6'],['reckk2pmGMAlPdKs0'],,['กรมธรรม์ประกันภัยบ้าน'],['ตรวจสอบความคุ้มครองประกัน'],['ทำประกันบ้านใหม่ (ถ้าไม่มี)'],
recfEeF3Oc1Alph1C,2025-06-12T02:36:50.000Z,ฟิวส์ขาด/เบรกเกอร์ทริป,Blown Fuse/Tripped Breaker,ฟิวส์ไฟขาดหรือเบรกเกอร์ตัดการทำงานเนื่องจากโหลดเกินหรือไฟฟ้าลัดวงจร,Fuse has blown or breaker has tripped due to overload or short circuit,"['rec0hbutthAWJlaBy', 'recXJH8RljDrmpHTC']","['reciXxROpIkvXTKEP', 'recc3TomJSbvKXzjp']","['reci2A92jnUkOZ9PI', 'recZzv7YMMdMa66H4']",['recWgl42lEPM7sFCE'],"['ฟิวส์ไฟฟ้า', 'ตู้โหลดไฟ / เบรกเกอร์']","['เช็กตู้โหลด/เบรกเกอร์ว่าปกติ', 'ตรวจโหลดการใช้ไฟต่อวงจร']","['รีเซ็ตเบรกเกอร์เมื่อไฟตก', 'เปลี่ยนฟิวส์หรือเบรกเกอร์ที่ไหม้']",['บริการซ่อมไฟฟ้าภายในบ้าน']
recfIvMf1niXfJs1t,2025-06-12T02:36:50.000Z,ของเก่าชิ้นใหญ่กีดขวาง,Bulky Junk Cluttering Space,มีของเก่าขนาดใหญ่ (เฟอร์นิเจอร์/เครื่องใช้เสีย) วางกีดขวางเพราะยังไม่ได้ทิ้ง,Large old items (broken furniture/appliances) are left cluttering the space because they haven't been disposed of,['recTJwmPyawzQu2WQ'],,['recLrJ22VBioIludD'],['recGy4hZW9buXlCxd'],['ถังขยะ'],,['แยกเก็บของเก่าชิ้นใหญ่'],['บริการขนย้าย goodmove']
recfg0IZ2lzo380io,2025-06-12T02:36:50.000Z,ขยะรีไซเคิลปนกับขยะทั่วไป,Recyclables Mixed with Trash,ไม่ได้แยกพลาสติก กระดาษ แก้ว ออกจากขยะทั่วไป ทำให้รีไซเคิลไม่ได้,"Plastics, paper, glass are not separated from regular trash, preventing recycling","['recY7qPJZphwOLdCp', 'recPW03b5PHyqxLvK']",['recLIqKKGnctDGbTy'],['rec1VxwfWZOhPGvCy'],,"['ถังขยะแยกประเภท', 'ถุงขยะรีไซเคิล']",['แยกขยะรีไซเคิล'],['จัดมุมรีไซเคิลง่ายๆ'],
rech1LuvebY54oow5,2025-06-12T02:36:50.000Z,ผนัง/วอลเปเปอร์เปื้อนหรือซีด,Stained/Faded Walls or Wallpaper,ผนังหรือวอลเปเปอร์มีคราบเปื้อน หรือสีสันซีดจางไม่สดใส,Walls or wallpaper have stains or the colors have faded and are no longer vibrant,"['recgTtcJIa3YX7rrY', 'reclFfpvp7MXCbLjG']",,,"['recEGpmFGDKENZ4aq', 'rec8ZJFwQcxBa5Zm2', 'recbq5zZb0zsdB2V1', 'rec5YeiVEJdXdsbJU', 'recFQY7h9cqFcRZDU', 'recuc97T9jbgkwulU']","['วอลเปเปอร์', 'น้ำยาและผ้าทำความสะอาด']",,,"['บริการทาสีผนังภายใน-ภายนอกด้วยสี Beger', 'บริการทาสี Beger', 'บริการติดตั้งชุดตกแต่งผนัง (The wall) สำหรับภายใน', 'บริการติดตั้งผนังตกแต่ง ไฟเบอร์ซิเมนต์ SCG รุ่น โมดิน่า Wall décor', 'บริการติดตั้งผนังตกแต่ง KMEW รุ่น EXCELLAGE สำหรับภายนอก', 'บริการติดตั้งวอลเปเปอร์ และ Interior Film MeClass']"
rechw1ahgfmDI2YLY,2025-06-12T02:36:50.000Z,บานพับหลวมหรือมีเสียงดัง,Loose/Hinges Squeaking,บานพับประตูหรือหน้าต่างหลวม หรือส่งเสียงเอี๊ยดอ๊าดเวลาขยับ,"Door or window hinge is loose, or squeaks loudly when moved",['recQpKCrLMuFqhQZN'],['rec4ghLR26KovuSji'],"['recwYllhu2Ha8r66f', 'recvTL40sE8XcsG7J']","['recaHCfzq91nWMfty', 'recIcVfLAJfMDeAV8', 'recHNeWemPj5V41M5']",['บานพับ'],['ตรวจบานพับและสกรู'],"['หยอดน้ำมันหล่อลื่นบานพับ', 'ขันสกรูบานพับที่หลวม']","['บริการติดตั้งประตูหน้าต่างอลูมิเนียมและมุ้งลวดนิรภัย CVT', 'บริการติดตั้งประตูหน้าต่างอลูมิเนียม', 'ประตู หน้าต่าง วินด์เซอร์ สั่งตัดพิเศษ']"
reciVHX8OWS1IxLeh,2025-06-12T02:36:50.000Z,ครอบสัน/รอยต่อหลังคาเสียหาย,Damaged Ridge/Flashing,ครอบสันหลังคาหลุดหรือแผ่นปิดรอยต่อหลังคาชำรุด ทำให้น้ำรั่ว,"Roof ridge cap is loose or flashing is damaged, allowing water to penetrate","['recChJ3APfFnTHelm', 'recEv228jDmetRzuK', 'recwDPvvK0CtABNdi']","['rec3bfYECSjXWgJ6p', 'recbybxdpQ9ZqPVNz', 'rec0kZ5gFxguMosys']","['recN9TWmXvfSKF2P5', 'recnBCdEeS48t7nab']","['recdw9P9iqOSmLhH2', 'recQ5tD3JzEYloXq1', 'recOooPnyS4bqaKnM', 'recfRdkxoM7R0dGKs', 'recpCmbQH2pB8GwgP', 'reczoZ2lp4PtZO1qB']","['ครอบสันหลังคา', 'แผ่นปิดรอยต่อหลังคา', 'ยาแนว/ซีลแลนท์']","['ส่องดูคราบน้ำใต้หลังคา', 'สำรวจความเสียหายหลังพายุ', 'ตรวจดูหลังคาจากภายนอก']","['เปลี่ยนกระเบื้องที่เสียหาย', 'ทากาวหรือเทปปิดรูรั่ว']","['บริการซ่อมรั่วหลังคาเฉพาะจุด (ROOF REPAIR)\u200b', 'บริการซ่อมรั่วหลังคาทาวน์เฮาส์ ทาวน์โฮม (TOP UP ROOF)\u200b', 'บริการตรวจสอบปัญหาซ่อมรั่วหลังคาและซ่อมฝ้าเพดาน', 'บริการตรวจสอบและซ่อมรั่วหลังคา ทุกประเภทหลังคา', 'บริการรื้อ – เปลี่ยนหลังคาเก่าทั้งผืน (RE-ROOF)\u200b', 'บริการติดตั้งเฉพาะโครงหลังคาหรือกระเบื้องหลังคาบ้านใหม่']"
reciWWw0tzZtN3S3I,2025-06-12T02:36:50.000Z,มุ้งลวดฉีกขาด,Torn Insect Screen,มุ้งลวดหน้าต่าง/ประตูมีรอยขาดหรือรู ทำให้แมลงเข้ามาได้,"The insect screen on a window/door is torn, creating holes that let pests in",['rec0grIwpqiFexxYh'],['recy9a7ENdnpkvhcZ'],['recrHmsXkKz8a54Z1'],"['recMtnY9oThMKEMsu', 'rec3KNE24Op9fW1VI', 'recaHCfzq91nWMfty']",['มุ้งลวด'],['ดูสภาพมุ้งลวด'],['ปะหรือเปลี่ยนมุ้งลวด'],"['บริการติดตั้งมุ้งลวด มุ้งจีบ และมุ้งกันจิ้งจก Cooncho', 'บริการติดตั้งมุ้งลวดนิรภัยสแตนเลส CVT', 'บริการติดตั้งประตูหน้าต่างอลูมิเนียมและมุ้งลวดนิรภัย CVT']"
reciqVFt5dhqWcA4N,2025-06-12T02:36:50.000Z,สารเคลือบผิวไม้หลุดลอก,Wood Finish Peeling,สีหรือแลคเกอร์ที่เคลือบผิวงานไม้หลุดล่อน เผยเนื้อไม้,"Paint or lacquer finish on wooden surfaces is peeling off, exposing bare wood","['rec2DIyEzwIJ4VgYO', 'recYeFOpmOTjBFmyW']",['recq9oB7EmP3kNXJe'],['recqblp1CEMxaT3sC'],"['recX6YaGAlnCd3TC0', 'recimJUOu3hksxL6l', 'recEGpmFGDKENZ4aq']","['ประตูไม้', 'หน้าต่าง']",['เช็กสภาพสีงานไม้'],['ทาสีกันสนิมบนจุดสนิม'],"['EZYBUILT บริการออกแบบและติดตั้ง Furniture Fit-in', 'ออกแบบตกแต่งภายใน บิ้วอิน พร้อมติดตั้ง ครบวงจร', 'บริการทาสีผนังภายใน-ภายนอกด้วยสี Beger']"
reciz7BtQ3BVYgD0F,2025-06-12T02:36:50.000Z,สัญญาณกันขโมยเตือนผิดพลาด,False Alarm Triggers,ระบบสัญญาณกันขโมยส่งเสียงเตือนโดยไม่มีเหตุการณ์ผิดปกติ,The security alarm system goes off without a real intrusion or trigger,"['recVh04C7JgeAYuIJ', 'recnLdk85eY8EP36o']","['recHzMrc4C9Ik00Em', 'recAzU7qq7fVz0ZAJ']","['recjV72ijfz09TUTe', 'recZhErluzYLmzVhp']",['recaMlGvSRSuqozg2'],"['เซ็นเซอร์ประตู/หน้าต่าง', 'ชุดสัญญาณกันขโมย']","['ทดสอบสัญญาณกันขโมย', 'เช็กแบตเตอรี่อุปกรณ์ไร้สาย']","['เปลี่ยนแบตอุปกรณ์ไร้สาย', 'ปรับมุมเซ็นเซอร์']",['บริการติดตั้งอุปกรณ์เพื่อบ้านอัจฉริยะ']
recj4DVW52tSyYMNS,2025-06-12T02:36:50.000Z,สีผนังลอกล่อน,Peeling Wall Paint,สีที่ทาผนังหลุดล่อนออกมาเป็นแผ่นๆ จากพื้นผิว,Wall paint is peeling and coming off in patches from the surface,"['recLkEqyNFkzqA8GR', 'reciPjowP662LnLuB']",['rect38fqRlVlxVJJr'],['recYglfHy7yQ10cbi'],"['recEGpmFGDKENZ4aq', 'rec8ZJFwQcxBa5Zm2', 'recbq5zZb0zsdB2V1', 'rec5YeiVEJdXdsbJU', 'recFQY7h9cqFcRZDU', 'recuc97T9jbgkwulU']","['สีน้ำ/สีน้ำมัน', 'สีรองพื้น']",['ตรวจผนังภายนอก'],['ขูดและทาสีเฉพาะจุด'],"['บริการทาสีผนังภายใน-ภายนอกด้วยสี Beger', 'บริการทาสี Beger', 'บริการติดตั้งชุดตกแต่งผนัง (The wall) สำหรับภายใน', 'บริการติดตั้งผนังตกแต่ง ไฟเบอร์ซิเมนต์ SCG รุ่น โมดิน่า Wall décor', 'บริการติดตั้งผนังตกแต่ง KMEW รุ่น EXCELLAGE สำหรับภายนอก', 'บริการติดตั้งวอลเปเปอร์ และ Interior Film MeClass']"
recj7aXHGgIIuyUCi,2025-06-12T02:36:50.000Z,ระบบรดน้ำชำรุด,Irrigation System Faulty,ระบบสปริงเกลอร์หรือสายยางรดน้ำเสีย น้ำไม่ไหลหรือรั่วเป็นบริเวณ,The sprinkler or irrigation system is broken; water isn't flowing or is leaking significantly,['recOYygNptVtPRUyg'],['rec4uVRS2r9X4ZlZC'],['recYMlYN8gScW4MDd'],"['recXtBDEE3QqeLN7C', 'recR9ZVdeDDvK3SDh']",['ระบบรดน้ำสวน'],['เช็กหัวสปริงเกลอร์'],['ซ่อมหัวสปริงเกลอร์/สายยาง'],"['บริการติดตั้งออกแบบจัดสวนและปรับภูมิทัศน์', 'บริการออกแบบ จัดสวน ปรับภูมิทัศน์']"
reckIXMq0GqmT2mto,2025-06-12T02:36:50.000Z,ปลวกขึ้นบ้าน,Termite Infestation,พบร่องรอยปลวกขึ้นกินเนื้อไม้ส่วนต่างๆ ของบ้าน เช่น วงกบ บันได,"Signs of termites eating wooden parts of the house (e.g., door frames, stairs) are present",['reclD9mJvh1AjAOAS'],['rec9upcvb8MUAU9AA'],['recx96TyFpU0TxX6K'],"['recYG2vE7CldBiLkC', 'rec7VHvZ57srKDubE']",['เหยื่อกำจัดปลวก'],['ตรวจไม้และวงกบปลวก'],['วางน้ำยาล่อปลวก'],"['กำจัดและป้องกันปลวกด้วยระบบการวางเหยื่อ', 'กำจัดและป้องกันปลวกด้วยระบบการวางท่อและอัดเคมี']"
recle5VxWpgPH0w7o,2025-06-12T02:36:50.000Z,สัญญาณ Wi-Fi อ่อน,Weak Wi-Fi Signal,สัญญาณเครือข่ายไร้สายภายในบ้านแรงไม่พอในบางจุด มีจุดอับสัญญาณ,"The Wi-Fi signal is too weak in certain areas of the house, creating dead zones","['recCgwfww8OUZvgvD', 'recEI0i8tKAMne6b3']","['recgbBqckEBzSdNLT', 'recCUuztznsbteGOc']","['recBu8Ub3O4pdH3Wg', 'recK4CH75sOnE1xsx', 'recNhg3OmuYKakFxr']",,"['เราเตอร์อินเทอร์เน็ต', 'ตัวขยายสัญญาณ Wi-Fi']","['เดินเช็กสัญญาณ Wi-Fi', 'สังเกตไฟสถานะเราเตอร์']","['รีสตาร์ทเราเตอร์/โมเด็ม', 'เปลี่ยนช่องสัญญาณ Wi-Fi', 'ติดตั้งตัวขยายสัญญาณ']",
recm3VSu1cYt6MV8V,2025-06-12T02:36:50.000Z,เชื่อมต่อ Wi-Fi ไม่ได้,Cannot Connect to Wi-Fi,อุปกรณ์ไม่สามารถเชื่อมต่อกับเครือข่าย Wi-Fi ได้ หรือหลุดออกตลอด,Devices are unable to connect to the Wi-Fi network or keep getting disconnected,"['recCgwfww8OUZvgvD', 'recDsWhlfk2tr2sDC', 'recEI0i8tKAMne6b3']","['recCUuztznsbteGOc', 'rec0QM6ST8anFMBbK']","['recBu8Ub3O4pdH3Wg', 'recRmZkSq0m5Vk0Fj']",,"['เราเตอร์อินเทอร์เน็ต', 'โมเด็ม', 'ตัวขยายสัญญาณ Wi-Fi']","['สังเกตไฟสถานะเราเตอร์', 'ตรวจอุปกรณ์เชื่อมต่อ']","['รีสตาร์ทเราเตอร์/โมเด็ม', 'รีเซ็ตเราเตอร์เป็นค่าโรงงาน']",
recmcgN2hSazrekxA,2025-06-12T02:36:50.000Z,กล้องวงจรปิดภาพขัดข้อง,CCTV Camera Malfunction,กล้องวงจรปิดไม่จับภาพ ภาพไม่ชัด หรือสัญญาณหลุดบ่อย,"Security camera isn't capturing footage, has blurry image, or loses connection frequently",['recygyvWay9WgA0P9'],['recErKa9ulPchYvsr'],['recjKfPfcwoOnPw2z'],['rectFhXTW5riNocaK'],['กล้องวงจรปิด'],['ทดสอบกล้องและบันทึก'],['รีบูต/รีเซ็ตกล้อง'],['บริการติดตั้งกล้องวงจรปิด']
recomqHSw3CXBRLlT,2025-06-12T02:36:50.000Z,ข้อต่อท่อ/ซีลรั่ว,Joint/Seal Leak,น้ำซึมหรือหยดจากข้อต่อท่อหรือซีลยางตามจุดเชื่อมต่าง ๆ,Water seeping or dripping from pipe joints or seals at connection points,"['recvRNJAc2jaSgSoJ', 'recwDPvvK0CtABNdi']",['reckzQnu4hPUkixeP'],['rec1wcYr89xjXHpAp'],"['recRymcaUzpQjn8gC', 'recuhYXVxP4v5No7j']","['ข้อต่อท่อประปา', 'ยาแนว/ซีลแลนท์']",['ตรวจใต้ซิงค์และท่อว่ามีน้ำหยด'],['พันเทปประปาที่ข้อต่อรั่ว'],"['แก้ไขท่อน้ำอุดตัน', 'บริการติดตั้งปรับปรุงห้องน้ำ']"
recovG4v4P8CW7cYR,2025-06-12T02:36:50.000Z,แบตเตอรี่เซ็นเซอร์หมด,Sensor Battery Depleted,แบตเตอรี่ในเซ็นเซอร์ประตู/หน้าต่างหรือเครื่องตรวจจับไร้สายหมด ทำให้อุปกรณ์ไม่ทำงาน,"Battery in a door/window sensor or wireless detector is dead, causing the device to stop functioning",['recVh04C7JgeAYuIJ'],['recAzU7qq7fVz0ZAJ'],['recjV72ijfz09TUTe'],['recaMlGvSRSuqozg2'],['เซ็นเซอร์ประตู/หน้าต่าง'],['เช็กแบตเตอรี่อุปกรณ์ไร้สาย'],['เปลี่ยนแบตอุปกรณ์ไร้สาย'],['บริการติดตั้งอุปกรณ์เพื่อบ้านอัจฉริยะ']
recpLW8eqiBurotNf,2025-06-12T02:36:50.000Z,น้ำขังในสนาม,Poor Yard Drainage,บริเวณสวนหรือสนามมีน้ำขังหลังฝนตก ไม่ระบายหายไปเร็ว,"Areas of the yard have standing water after rain, not draining quickly","['recGBXLvKeldJDdin', 'recOYygNptVtPRUyg']","['recebVIiEGzCcvQ0m', 'rec4uVRS2r9X4ZlZC']",['recBp0ZSPWvAXFQG7'],['recG7K3b0S666HWbr'],"['สนามหญ้า', 'ระบบรดน้ำสวน']","['สังเกตน้ำขังหลังฝน', 'เช็กหัวสปริงเกลอร์']",['ขุดร่องน้ำชั่วคราว'],['แพ็คเกจบริการรวมสำรวจ ปรับปรุง ต่อเติม พื้นที่รอบบ้านครบวงจร HomeSmile']
recrd9rXbxrLmaLhs,2025-06-12T02:36:50.000Z,ประตู/หน้าต่างไม้บวม,Swollen Wooden Door/Window,บานประตูหรือหน้าต่างไม้บวมจากความชื้น เปิดปิดติดขัด,"Wooden door or window has swollen from humidity, causing it to stick when opening/closing","['rec2DIyEzwIJ4VgYO', 'recYeFOpmOTjBFmyW', 'rec3zBC5seiqkz4G7']","['recq9oB7EmP3kNXJe', 'recK0lx8XilIFugIP']",['recMqJLtuXA9ZWW73'],"['recaHCfzq91nWMfty', 'recIcVfLAJfMDeAV8', 'recHNeWemPj5V41M5']","['ประตูไม้', 'หน้าต่าง', 'วงกบประตู/หน้าต่าง']","['เช็กสภาพสีงานไม้', 'เช็กการปิดของประตูหน้าต่าง']",['ขัดขอบประตูที่บวม'],"['บริการติดตั้งประตูหน้าต่างอลูมิเนียมและมุ้งลวดนิรภัย CVT', 'บริการติดตั้งประตูหน้าต่างอลูมิเนียม', 'ประตู หน้าต่าง วินด์เซอร์ สั่งตัดพิเศษ']"
recsNXXLi2hsLjVqw,2025-06-12T02:36:50.000Z,ระบบเตือนภัยไม่ทำงาน,Alarm Not Activating,เมื่อเกิดเหตุผิดปกติ เช่น ประตูถูกงัด แต่สัญญาณเตือนไม่ดังหรือไม่แจ้งเตือน,"When a breach occurs (e.g., door forced open), the alarm does not sound or send an alert","['recVh04C7JgeAYuIJ', 'recnLdk85eY8EP36o']","['recHzMrc4C9Ik00Em', 'recAzU7qq7fVz0ZAJ']","['recjV72ijfz09TUTe', 'recviGg80c9Y8bTof']",['recaMlGvSRSuqozg2'],"['เซ็นเซอร์ประตู/หน้าต่าง', 'ชุดสัญญาณกันขโมย']","['ทดสอบสัญญาณกันขโมย', 'เช็กแบตเตอรี่อุปกรณ์ไร้สาย']","['เปลี่ยนแบตอุปกรณ์ไร้สาย', 'ติด UPS ให้ระบบกันขโมย']",['บริการติดตั้งอุปกรณ์เพื่อบ้านอัจฉริยะ']
rect30HUVNXuisHEo,2025-06-12T02:36:50.000Z,คราบสกปรกในห้องน้ำ/ครัว,Stains in Bathroom/Kitchen,มีคราบสบู่ หินปูน หรือคราบไขมันติดตามพื้นผิวในห้องน้ำหรือครัว,"Soap scum or limescale in the bathroom, or grease stains on surfaces in the kitchen","['reclFfpvp7MXCbLjG', 'recIZDJm8CuFf9Zir']",['rec6m8LoTk1jrUq3q'],['recMmfUSg2Zmcb9nR'],"['recruHFjS8DCSxmHv', 'recvifp51AJLvrbEh', 'recaV8svBvuvG2Y3k']","['น้ำยาและผ้าทำความสะอาด', 'แปรงขัดห้องน้ำ']",['ล้างห้องน้ำทุกสัปดาห์'],['ใช้น้ำส้มสายชูขจัดคราบ'],"['ทำความสะอาดห้องน้ำ', 'บริการทำความสะอาดคอนโด (General Cleaning)', 'บริการทำความสะอาดบ้านและคอนโด (Deep Cleaning)']"
rect7uqNcq3efZ4lj,2025-06-12T02:36:50.000Z,กระเบื้องหลังคาแตกร้าว/หลุด,Broken/Missing Roof Tile,กระเบื้องมุงหลังคาแตกเสียหายหรือหลุดหายไปจากหลังคา,"Roofing tile is cracked or has fallen off, leaving a gap on the roof",['recJuFySaJRewjnkv'],"['recbybxdpQ9ZqPVNz', 'rec0kZ5gFxguMosys']",['recN9TWmXvfSKF2P5'],"['recdw9P9iqOSmLhH2', 'recQ5tD3JzEYloXq1', 'recOooPnyS4bqaKnM', 'recfRdkxoM7R0dGKs', 'recpCmbQH2pB8GwgP', 'reczoZ2lp4PtZO1qB']",['กระเบื้องมุงหลังคา'],"['สำรวจความเสียหายหลังพายุ', 'ตรวจดูหลังคาจากภายนอก']",['เปลี่ยนกระเบื้องที่เสียหาย'],"['บริการซ่อมรั่วหลังคาเฉพาะจุด (ROOF REPAIR)\u200b', 'บริการซ่อมรั่วหลังคาทาวน์เฮาส์ ทาวน์โฮม (TOP UP ROOF)\u200b', 'บริการตรวจสอบปัญหาซ่อมรั่วหลังคาและซ่อมฝ้าเพดาน', 'บริการตรวจสอบและซ่อมรั่วหลังคา ทุกประเภทหลังคา', 'บริการรื้อ – เปลี่ยนหลังคาเก่าทั้งผืน (RE-ROOF)\u200b', 'บริการติดตั้งเฉพาะโครงหลังคาหรือกระเบื้องหลังคาบ้านใหม่']"
recuGcsADLx4FdtIu,2025-06-12T02:36:50.000Z,เราเตอร์ค้าง/ร้อนเกินไป,Router Freezes/Overheats,เราเตอร์อินเทอร์เน็ตหยุดตอบสนองเป็นบางครั้ง หรือเครื่องร้อนจัด,The internet router occasionally stops responding or becomes excessively hot,['recCgwfww8OUZvgvD'],['recF1k7BSm4H7vf5g'],['recBu8Ub3O4pdH3Wg'],,['เราเตอร์อินเทอร์เน็ต'],['ตรวจอุณหภูมิเราเตอร์'],['รีสตาร์ทเราเตอร์/โมเด็ม'],
